eatery_adddress eatery_cost eatery_cuisine eatery_id eatery_name eatery_F_M_Station  eatery_S_M_Station  eatery_highlights eatery_buffet_price eatery_buffet_details eatery_photos eatery_should_order eatery_popular_reviews eatery_trending eatery_opening_hours eatery_coordinates eatery_rating  eatery_wishlists eatery_title eatery_url converted_epoch eatery_id review_likes review_summary review_text review_time review_url scraped_epoch user_followers user_id user_name user_reviews user_url
     distance name distance name          rating votes              
 Costfor2:Rs.800 "North Indian, Continental, Fast Food" 308196 "The Munchbox"     "[u'Home Delivery', u'Dine-In Not Available', u'Serves Non Veg', u'Bar Not Available', u'Air Conditioned']"   True  8 "[u'Late Night Eats']" "7 PM to 03:30 AM" 28.5971166667,77.0493166667 4.4 "82 votes" Excellent 105 https://www.zomato.com/ncr/the-munchbox-malviya-nagar-delhi  308196
                      1409569342 540452400d0cee69ad0ae1b6 1592682 1034957 34 Grownfear https://www.zomato.com/arsharora80 "well when you know the friends would need to have something after a hectic work through at office and they need a couple of beers to be high on . this is the place u want to consider to order food from at 3'o clock in night .the best thing about ""the munchbox "" is that this box has a load of variety so that u can keep munching and taste buds dance cuz the malai tikka chicken and murg haryali was toooo exotic . Another point added to the given 5 pointer is prawns . it simple make ur taste buds dance .Another thing i like about this place is the service seems to be really quick. and they take a feedback survey on the phone too .something i surely recommend to all the foodies out there is the combination of salads they give, it not only attract u to call this box again but rather look for the recipe as well cuz it was simple amazing. the chicken and grape salad seems to be perfectly mixed.Perfect value for money , keep the good work champs." 308196 "2014-07-24 15:59:48" 25 Legendary https://www.zomato.com/review/Xxgor 5 1406197788.0
                      1409569342 540452400d0cee69ad0ae1b7 948699 1033549 24 "Saurabh Saxena" https://www.zomato.com/beinsaxena "Came in handy a couple of days ago when we were starving at 2AM. Jumbo burger is ""Truly Jumbo"", and the shoe string fries was a new experience all together. I am not sure if I should say, I got a complimentary pasta salad too. Why I won't give it a 5? Because there are places for improvement. Burger started getting boring a few bites in and could have used skinnier breads. Coleslaw and pasta salad can use a finer touch.Update: Ordered pasta and fish n chips couple of nights ago. Best I have had so far. Kudos.!" 308196 "2014-07-24 00:12:50" 8 Excellent https://www.zomato.com/review/zPvMm 3 1406140970.0
                      1409569342 540452400d0cee69ad0ae1b8 137103 1028052 10 "Niraj Asnani" https://www.zomato.com/users/niraj-asnani-137103 "Munchbox is awesomebox, for a couple of reasons.*Great food*latenight free home delivery.When I say late, I actually mean late. They deliver even after 1am.I heard about it from a frnd, so thought of giving it a try.I ordered the following things out of the menu.1) All American sub: It was a big sub, bigger than the usual 6"". It was so well prepared, and loaded with so much. The flavours were exactly how I wanted them to be. The bread was fresh.2) fish and chips: When u order something fried for delivery , the food usually gets a bit soggy. HOWEVER, I was amazed to find that the fish was crisp and hot, just how it is suppose to be.Crisp from outside and soft  from inside.How did it happen?I called them back, the guy at the phone took some time off his busy schedule and explained me how it remains so crisp even at our doorstep.Impressive..!!3) cottage cheese in Mexican rice with bbq sauce: Big name, big price, but biggest is the taste. At the...read more" 308196 "2014-07-22 01:20:57" 2  https://www.zomato.com/review/lmwLA 5 1405972257.0
                      1409569342 540452400d0cee69ad0ae1b9 21152 1024908 42 "Prashant Nair" https://www.zomato.com/pracky "There are days when u feel like staying at home, njoin a drink (maybe more than that)  with ur friends &amp; not go out to fancy restaurants. But the drawback in such a scenario is after a certain time @ night everything is either shut or it's shit. And then comes The Munchbox. The superhero for lazy ass folks like me. They don't just boast of a fancy menu but deliver amazingly fancy food too. I along with my friend ordered for fish &amp; chips, jumbo lamb burger &amp; zarba spaghetti. My only concern was for the fish to become soggy after a while, the first bite's cracking sound proved that they know how to deliver it fresh. Started with the fish &amp; chips which of course tasted like it was served to me in California's fish specialty restaurant. Served with the usual tartar sauce. Good portion. Enough for one, unless you have more items lined up to munch on. I m not a huge fan of veg pasta but the person @ Munchbox recommended this pasta &amp; I must say, it was a great choice...read more" 308196 "2014-07-21 00:41:17" 27  https://www.zomato.com/review/aeAMw 5 1405883477.0
                      1409569342 540452400d0cee69ad0ae1ba 3163377 1024877 2 "Sahil Manchanda" https://www.zomato.com/users/sahil-manchanda-3163377 "Fabulous menu for non or pro insomniacs.. Coz I hv this slightly good habit of eating good food even if it's late coz at least I won't b sleeping empty stomach..  So I got to know of this place through a friends friend  and whoa... I tried their usual stuff like butter chicken with garlic naan n it was almost as if like having a meal at a good damn restaurant but mind u this was 3 am..my friends ordered prawns which were equally good.. Kinda better only .. Really wanted to order something from their American menu as well but by this time our stomachs were full.. But for that I m not gonna wait for the next weekend. I guess Mondays r good too wen u hv nothing else to fall upon..all  n all I must say with this terrifically vast n overwhelming menu u guys hv done a great job..." 308196 "2014-07-21 00:33:07" 1 Excellent https://www.zomato.com/review/YXBNr 5 1405882987.0
                      1409569342 540452400d0cee69ad0ae1bb 2975930 1020694 4 "Mishti Bobal" https://www.zomato.com/users/mishti-bobal-2975930 "awesome foood....decent prices... loved the stuffed chicken breast....so tender it melts in your mouth... nd the spaghetti bolognese pasta was heavenly..litterally outta this world...I guess my days of desperately looking into the fridge for leftovers after midnight are over and I gotta thank you guys for that... you're no less than super heroes for me... nd you'll be saving me from midnight cravings just about every second day now... THank you for serving Great food with Love..it sure bring Happiness!!!" 308196 "2014-07-19 21:09:22" 1 Legendary https://www.zomato.com/review/weOOD 2 1405784362.0
                      1409569342 540452400d0cee69ad0ae1bc 3150616 1020621 11 "Mariyam Ahmed" https://www.zomato.com/users/mariyam-ahmed-3150616  308196 "2014-07-19 20:50:46" 1 Legendary https://www.zomato.com/review/Dypdx 3 1405783246.0
                      1409569342 540452400d0cee69ad0ae1bd 3148011 1019168 11 "Ankush Bhoda" https://www.zomato.com/users/ankush-bhoda-3148011 "I have heard about this place from few of my friends lot of times, one night I was hungry and not in a mood to cook and it was too late to order something but suddenly I thought about this place and I placed an order, at the end when I tasted it's JUMBO LAMP BURGER I felt it was worth and made my hunger statisfied, honestly great taste and with fab service and quality, guys do think about this awesome food zone whenever ur tired after party at night Or in a mood to enjoy exceptional food varieties and trust me it will worth.!!" 308196 "2014-07-19 12:13:21" 1 "Very Good" https://www.zomato.com/review/MyDor 3 1405752201.0
                      1409569342 540452400d0cee69ad0ae1be 3140090 1018798 8 "Ginny Bansal" https://www.zomato.com/users/ginny-bansal-3140090 "So I saw your page on Fb and thought okay lets try Munchbox!!! We ordered the JUmbo Lamb burger,Juicy Lucy and Zarba spaghetti Pasta and I can say, without exaggeration,that this was some of the best food I've ever had!!  Big portions...Great Value... The burgers were humongous,Crisp and so perfectly done...and the PASTA!!! Oh how I LOVED it!! Absolutely beyond compare!!! You guys are my new Favorite!!!!perrfect!!!" 308196 "2014-07-19 05:40:03" 1 Legendary https://www.zomato.com/review/yZokB 5 1405728603.0
                      1409569342 540452400d0cee69ad0ae1bf 3145643 1018501 16 "Siddharth Rao" https://www.zomato.com/users/siddharth-rao-3145643 "By far the best chicken wings I have had in Delhi , the cost to quantity ratio perfect the meat was absolutely tender and the dish perfectly warm for home delivery , I would love to order more . Brilliant service cheers !!" 308196 "2014-07-19 00:21:24" 3 Excellent https://www.zomato.com/review/rMpwp 2 1405709484.0
                      1409569342 540452400d0cee69ad0ae1c0 3145150 1018259 2 "M S" https://www.zomato.com/users/m-s-3145150 "food is awesome melt in the mouth chicken malai tikka,  one of the best i have had. must try!!!some other things we ordered that deserve a mention-the Juicy Lucy Burger. which lived upto its name and the crunchy fish and chips. Will definitely keep ordering...again and again!!!" 308196 "2014-07-18 22:43:26" 2 Excellent https://www.zomato.com/review/QdAlg 3 1405703606.0
